"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"KEQ82280.1","tr|A0ABR0THY2|A0ABR0THY2_AURPU",85.8,310,1.64e-194,534,"A0ABR0THY2"
"KEQ82285.1","tr|A0ABR0TI16|A0ABR0TI16_AURPU",80.1,266,2.26e-148,412,"A0ABR0TI16"
"KEQ82286.1","tr|A0ABR0TJL3|A0ABR0TJL3_AURPU",80.2,531,4.09e-272,748,"A0ABR0TJL3"
"KEQ82300.1","tr|A0ABR0TI41|A0ABR0TI41_AURPU",78.3,355,6.3e-195,545,"A0ABR0TI41"
"KEQ82304.1","tr|A0ABR0TIY8|A0ABR0TIY8_AURPU",83.5,449,2.43e-263,719,"A0ABR0TIY8"
"KEQ82307.1","tr|A0ABR0TIK8|A0ABR0TIK8_AURPU",76.4,432,3.95e-167,475,"A0ABR0TIK8"
"KEQ82312.1","tr|A0ABR0TJ17|A0ABR0TJ17_AURPU",76,250,1.92e-122,345,"A0ABR0TJ17"
"KEQ82318.1","tr|A0ABR0TJK0|A0ABR0TJK0_AURPU",82.5,686,0,897,"A0ABR0TJK0"
"KEQ82329.1","tr|A0ABR0TIG5|A0ABR0TIG5_AURPU",85.1,638,0,993,"A0ABR0TIG5"
"KEQ82333.1","tr|A0ABR0TIZ2|A0ABR0TIZ2_AURPU",82.9,509,1.2e-301,822,"A0ABR0TIZ2"
"KEQ82335.1","tr|A0ABR0TIF7|A0ABR0TIF7_AURPU",83.8,228,1.58e-142,396,"A0ABR0TIF7"
"KEQ82336.1","tr|A0ABR0TK04|A0ABR0TK04_AURPU",84.1,358,6.2e-208,572,"A0ABR0TK04"
"KEQ82337.1","tr|A0ABR0TJB2|A0ABR0TJB2_AURPU",91.7,384,2.76e-269,729,"A0ABR0TJB2"
"KEQ82342.1","tr|A0ABR0TJV5|A0ABR0TJV5_AURPU",96.4,830,0,1589,"A0ABR0TJV5"
"KEQ82353.1","tr|A0ABR0TIB8|A0ABR0TIB8_AURPU",90,321,6.39e-212,579,"A0ABR0TIB8"
"KEQ82355.1","tr|A0ABR0TIE5|A0ABR0TIE5_AURPU",71,786,0,1053,"A0ABR0TIE5"
"KEQ82382.1","tr|A0ABR0TCW0|A0ABR0TCW0_AURPU",85.7,771,0,1349,"A0ABR0TCW0"
"KEQ82397.1","tr|A0ABR0TBR8|A0ABR0TBR8_AURPU",90,229,1.02e-127,359,"A0ABR0TBR8"
"KEQ82416.1","tr|A0ABR0TCZ5|A0ABR0TCZ5_AURPU",93.1,495,0,931,"A0ABR0TCZ5"
"KEQ82428.1","tr|A0ABR0TBL3|A0ABR0TBL3_AURPU",81.1,244,7.84e-124,350,"A0ABR0TBL3"
"KEQ82434.1","tr|A0ABR0TC42|A0ABR0TC42_AURPU",82,322,5.27e-213,582,"A0ABR0TC42"
"KEQ82534.1","tr|A0ABR0TCF0|A0ABR0TCF0_AURPU",89.8,254,3.41e-159,440,"A0ABR0TCF0"
"KEQ82546.1","tr|A0ABR0TBT3|A0ABR0TBT3_AURPU",87.4,358,2.2e-235,642,"A0ABR0TBT3"
"KEQ82551.1","tr|A0ABR0TSN7|A0ABR0TSN7_AURPU",81.3,230,4.84e-128,359,"A0ABR0TSN7"
"KEQ82557.1","tr|A0ABR0TR16|A0ABR0TR16_AURPU",84.9,225,1.99e-142,395,"A0ABR0TR16"
"KEQ82570.1","tr|A0ABR0TKZ8|A0ABR0TKZ8_AURPU",72.6,463,9.64e-241,665,"A0ABR0TKZ8"
"KEQ82583.1","tr|A0ABR0TMD8|A0ABR0TMD8_AURPU",70.8,216,2.89e-96,293,"A0ABR0TMD8"
"KEQ82599.1","tr|A0ABR0TME6|A0ABR0TME6_AURPU",70.2,379,1.54e-193,539,"A0ABR0TME6"
"KEQ82627.1","tr|A0ABR0TKR4|A0ABR0TKR4_AURPU",85.9,516,0,930,"A0ABR0TKR4"
"KEQ82636.1","tr|A0ABR0TMB7|A0ABR0TMB7_AURPU",88.9,540,0,949,"A0ABR0TMB7"
"KEQ82638.1","tr|A0ABR0TMA3|A0ABR0TMA3_AURPU",78.7,371,9.19e-205,570,"A0ABR0TMA3"
"KEQ82651.1","tr|A0ABR0TMD0|A0ABR0TMD0_AURPU",95.5,353,6.28e-248,673,"A0ABR0TMD0"
"KEQ82658.1","tr|A0ABR0TMW6|A0ABR0TMW6_AURPU",88.2,618,0,1015,"A0ABR0TMW6"
"KEQ82661.1","tr|A0ABR0TMD6|A0ABR0TMD6_AURPU",89.6,270,7.44e-173,479,"A0ABR0TMD6"
"KEQ82667.1","tr|A0ABR0TMQ4|A0ABR0TMQ4_AURPU",78.4,291,6.93e-139,391,"A0ABR0TMQ4"
"KEQ82676.1","tr|A0ABR0TPB6|A0ABR0TPB6_AURPU",88.6,501,6.95999999999999e-310,842,"A0ABR0TPB6"
"KEQ82684.1","tr|A0ABR0TMP4|A0ABR0TMP4_AURPU",85.6,450,9.50999999999999e-274,749,"A0ABR0TMP4"
"KEQ82690.1","tr|A0ABR0TMP5|A0ABR0TMP5_AURPU",82.1,273,1.53e-115,331,"A0ABR0TMP5"
"KEQ82708.1","tr|A0ABR0T7C8|A0ABR0T7C8_AURPU",85.5,546,0,977,"A0ABR0T7C8"
"KEQ82720.1","tr|A0ABR0TNC7|A0ABR0TNC7_AURPU",91.8,485,0,895,"A0ABR0TNC7"
"KEQ82730.1","tr|A0ABR0TLU2|A0ABR0TLU2_AURPU",88.9,371,4.27e-236,644,"A0ABR0TLU2"
"KEQ82742.1","tr|A0ABR0TMC8|A0ABR0TMC8_AURPU",82.2,219,1.43e-111,317,"A0ABR0TMC8"
"KEQ82777.1","tr|A0ABR0TSA5|A0ABR0TSA5_AURPU",94.8,291,3.51e-216,587,"A0ABR0TSA5"
"KEQ82778.1","tr|A0ABR0TT39|A0ABR0TT39_AURPU",89.2,712,0,1249,"A0ABR0TT39"
"KEQ82815.1","tr|A0ABR0TNV5|A0ABR0TNV5_AURPU",84.7,235,8.43e-148,410,"A0ABR0TNV5"
"KEQ82832.1","tr|A0ABR0TMH4|A0ABR0TMH4_AURPU",74.5,569,8.58e-249,693,"A0ABR0TMH4"
"KEQ82844.1","tr|A0ABR0TMG8|A0ABR0TMG8_AURPU",90.7,281,1.14e-191,525,"A0ABR0TMG8"
"KEQ82852.1","tr|A0ABR0TTU2|A0ABR0TTU2_AURPU",81.6,310,2.92e-191,526,"A0ABR0TTU2"
"KEQ82887.1","tr|A0ABR0TSN0|A0ABR0TSN0_AURPU",92.6,714,0,1312,"A0ABR0TSN0"
"KEQ82893.1","tr|A0ABR0TT83|A0ABR0TT83_AURPU",80.1,1347,0,2017,"A0ABR0TT83"
"KEQ82895.1","tr|A0ABR0TTX8|A0ABR0TTX8_AURPU",73.5,533,9.32e-264,742,"A0ABR0TTX8"
"KEQ82909.1","tr|A0ABR0TST3|A0ABR0TST3_AURPU",88.3,257,7e-153,424,"A0ABR0TST3"
"KEQ82926.1","tr|A0ABR0TS50|A0ABR0TS50_AURPU",84.7,340,6.62e-218,596,"A0ABR0TS50"
"KEQ83009.1","tr|A0ABR0TLI3|A0ABR0TLI3_AURPU",82.4,403,5.61e-252,691,"A0ABR0TLI3"
"KEQ83047.1","tr|A0ABR0TLT6|A0ABR0TLT6_AURPU",92.2,1105,0,1959,"A0ABR0TLT6"
"KEQ83095.1","tr|A0ABR0TME5|A0ABR0TME5_AURPU",89.7,2190,0,3890,"A0ABR0TME5"
"KEQ83113.1","tr|A0ABR0TM63|A0ABR0TM63_AURPU",86.4,530,0,882,"A0ABR0TM63"
"KEQ83114.1","tr|A0ABR0TLL7|A0ABR0TLL7_AURPU",92.1,455,0,884,"A0ABR0TLL7"
"KEQ83120.1","tr|A0ABR0TLM4|A0ABR0TLM4_AURPU",94.7,674,0,1264,"A0ABR0TLM4"
"KEQ83128.1","tr|A0ABR0TMT4|A0ABR0TMT4_AURPU",86.6,611,0,1065,"A0ABR0TMT4"
"KEQ83135.1","tr|A0ABR0TLA8|A0ABR0TLA8_AURPU",91.8,1196,0,2093,"A0ABR0TLA8"
"KEQ83157.1","tr|A0ABR0TN01|A0ABR0TN01_AURPU",79.6,835,0,1228,"A0ABR0TN01"
"KEQ83196.1","tr|A0ABR0TQX8|A0ABR0TQX8_AURPU",82.9,595,0,909,"A0ABR0TQX8"
"KEQ83202.1","tr|A0ABR0TQR6|A0ABR0TQR6_AURPU",97.2,390,5.47e-279,754,"A0ABR0TQR6"
"KEQ83214.1","tr|A0ABR0TQW9|A0ABR0TQW9_AURPU",88.5,295,2.35e-178,492,"A0ABR0TQW9"
"KEQ83217.1","tr|A0ABR0TQW0|A0ABR0TQW0_AURPU",85.8,499,5.57e-267,735,"A0ABR0TQW0"
"KEQ83220.1","tr|A0ABR0TQV9|A0ABR0TQV9_AURPU",79.2,317,7.29e-187,515,"A0ABR0TQV9"
"KEQ83262.1","tr|A0ABR0TL82|A0ABR0TL82_AURPU",81.6,1095,0,1675,"A0ABR0TL82"
"KEQ83324.1","tr|A0ABR0TPD4|A0ABR0TPD4_AURPU",79.3,397,9.54e-213,587,"A0ABR0TPD4"
"KEQ83331.1","tr|A0ABR0TNB5|A0ABR0TNB5_AURPU",82.3,1228,0,1950,"A0ABR0TNB5"
"KEQ83350.1","tr|A0ABR0TMW0|A0ABR0TMW0_AURPU",72.1,476,4.6e-226,625,"A0ABR0TMW0"
"KEQ83351.1","tr|A0ABR0TNE1|A0ABR0TNE1_AURPU",87.1,279,2.29e-185,508,"A0ABR0TNE1"
"KEQ83353.1","tr|A0ABR0TPN2|A0ABR0TPN2_AURPU",91,603,0,1073,"A0ABR0TPN2"
"KEQ83366.1","tr|A0ABR0TN12|A0ABR0TN12_AURPU",83.8,265,4.64e-166,459,"A0ABR0TN12"
"KEQ83381.1","tr|A0A4S8WAD4|A0A4S8WAD4_AURPU",100,205,1.37e-152,419,"A0A4S8WAD4"
"KEQ83384.1","tr|A0ABR0TM91|A0ABR0TM91_AURPU",81.7,334,2.17e-172,479,"A0ABR0TM91"
"KEQ83418.1","tr|A0ABR0T609|A0ABR0T609_AURPU",84.5,310,2.6e-181,501,"A0ABR0T609"
"KEQ83421.1","tr|A0ABR0T6C0|A0ABR0T6C0_AURPU",91.9,483,0,874,"A0ABR0T6C0"
"KEQ83435.1","tr|A0ABR0TCB9|A0ABR0TCB9_AURPU",92,816,0,1362,"A0ABR0TCB9"
"KEQ83474.1","tr|A0ABR0TE26|A0ABR0TE26_AURPU",96.3,354,3.09e-244,664,"A0ABR0TE26"
"KEQ83477.1","tr|A0ABR0TCN2|A0ABR0TCN2_AURPU",82.8,250,2.2e-153,425,"A0ABR0TCN2"
"KEQ83491.1","tr|A0ABR0TDA1|A0ABR0TDA1_AURPU",81.6,217,3.34e-115,325,"A0ABR0TDA1"
"KEQ83510.1","tr|A0ABR0TDG3|A0ABR0TDG3_AURPU",84.2,3980,0,6029,"A0ABR0TDG3"
"KEQ83516.1","tr|A0ABR0TDE5|A0ABR0TDE5_AURPU",82.8,302,3.22e-140,396,"A0ABR0TDE5"
"KEQ83518.1","tr|A0ABR0TD10|A0ABR0TD10_AURPU",79.4,509,5.69e-305,835,"A0ABR0TD10"
"KEQ83554.1","tr|A0ABR0TE53|A0ABR0TE53_AURPU",85,214,1.3e-127,357,"A0ABR0TE53"
"KEQ83566.1","tr|A0ABR0TD89|A0ABR0TD89_AURPU",98,201,2.43e-135,375,"A0ABR0TD89"
"KEQ83575.1","tr|A0ABR0TD84|A0ABR0TD84_AURPU",89.5,588,0,1044,"A0ABR0TD84"
"KEQ83578.1","tr|A0ABR0TD98|A0ABR0TD98_AURPU",80,400,6.38e-238,652,"A0ABR0TD98"
"KEQ83579.1","tr|A0ABR0TD78|A0ABR0TD78_AURPU",75.7,280,5.5e-139,391,"A0ABR0TD78"
"KEQ83584.1","tr|A0ABR0TD77|A0ABR0TD77_AURPU",88.5,882,0,901,"A0ABR0TD77"
"KEQ83597.1","tr|A0ABR0TDK6|A0ABR0TDK6_AURPU",95,1112,0,2147,"A0ABR0TDK6"
"KEQ83611.1","tr|A0ABR0TD61|A0ABR0TD61_AURPU",98.6,516,0,1009,"A0ABR0TD61"
"KEQ83612.1","tr|A0ABR0TD69|A0ABR0TD69_AURPU",95,765,0,1437,"A0ABR0TD69"
"KEQ83616.1","tr|A0ABR0TEF3|A0ABR0TEF3_AURPU",86.8,891,0,1352,"A0ABR0TEF3"
"KEQ83618.1","tr|A0ABR0TDY7|A0ABR0TDY7_AURPU",97.8,407,1.35e-283,768,"A0ABR0TDY7"
"KEQ83624.1","tr|A0ABR0TD39|A0ABR0TD39_AURPU",74,858,0,1177,"A0ABR0TD39"
"KEQ83635.1","tr|A0ABR0TDD8|A0ABR0TDD8_AURPU",87.8,286,8.53e-177,490,"A0ABR0TDD8"
"KEQ83652.1","tr|A0ABR0TDB1|A0ABR0TDB1_AURPU",81.2,605,0,1019,"A0ABR0TDB1"
"KEQ83653.1","tr|A0ABR0TDC2|A0ABR0TDC2_AURPU",85.6,465,5.35e-295,801,"A0ABR0TDC2"
"KEQ83676.1","tr|A0ABR0TCF7|A0ABR0TCF7_AURPU",73.6,367,1.27e-197,547,"A0ABR0TCF7"
"KEQ83719.1","tr|A0ABR0TDP3|A0ABR0TDP3_AURPU",75.9,722,0,1058,"A0ABR0TDP3"
"KEQ83720.1","tr|A0ABR0TD03|A0ABR0TD03_AURPU",96.6,298,1.46e-207,566,"A0ABR0TD03"
"KEQ83722.1","tr|A0ABR0TCN9|A0ABR0TCN9_AURPU",77.8,884,7.05e-303,853,"A0ABR0TCN9"
"KEQ83759.1","tr|A0ABR0TMK9|A0ABR0TMK9_AURPU",98.5,614,0,1141,"A0ABR0TMK9"
"KEQ83763.1","tr|A0ABR0TNJ1|A0ABR0TNJ1_AURPU",89.3,252,2.4e-158,438,"A0ABR0TNJ1"
"KEQ83774.1","tr|A0ABR0TML4|A0ABR0TML4_AURPU",93.8,257,7.08e-174,478,"A0ABR0TML4"
"KEQ83784.1","tr|A0ABR0TNI8|A0ABR0TNI8_AURPU",93.7,778,0,1466,"A0ABR0TNI8"
"KEQ83804.1","tr|A0ABR0TCX8|A0ABR0TCX8_AURPU",86.8,363,1.61e-235,642,"A0ABR0TCX8"
"KEQ83805.1","tr|A0ABR0TDI0|A0ABR0TDI0_AURPU",88.5,384,7.03e-250,681,"A0ABR0TDI0"
"KEQ83815.1","tr|A0ABR0T682|A0ABR0T682_AURPU",87.3,283,1.05e-175,489,"A0ABR0T682"
"KEQ83825.1","tr|A0ABR0T632|A0ABR0T632_AURPU",95.6,565,0,1070,"A0ABR0T632"
"KEQ83835.1","tr|A0ABR0TDY9|A0ABR0TDY9_AURPU",89.9,356,5.43e-229,624,"A0ABR0TDY9"
"KEQ83848.1","tr|A0ABR0TD76|A0ABR0TD76_AURPU",73.5,1961,0,2245,"A0ABR0TD76"
"KEQ83856.1","tr|A0ABR0TD02|A0ABR0TD02_AURPU",82.8,635,0,1006,"A0ABR0TD02"
"KEQ83881.1","tr|A0ABR0TCW4|A0ABR0TCW4_AURPU",94.8,772,0,1471,"A0ABR0TCW4"
"KEQ83892.1","tr|A0ABR0TCV9|A0ABR0TCV9_AURPU",91.4,291,8.58e-192,526,"A0ABR0TCV9"
"KEQ83897.1","tr|A0ABR0TCQ2|A0ABR0TCQ2_AURPU",90.5,253,1.51e-159,441,"A0ABR0TCQ2"
"KEQ83909.1","tr|A0ABR0TCS1|A0ABR0TCS1_AURPU",91.4,432,5.09e-236,649,"A0ABR0TCS1"
"KEQ83926.1","tr|A0ABR0TE73|A0ABR0TE73_AURPU",97.3,528,0,1055,"A0ABR0TE73"
"KEQ83942.1","tr|A0ABR0T8K9|A0ABR0T8K9_AURPU",75.7,638,0,977,"A0ABR0T8K9"
"KEQ83955.1","tr|A0ABR0T7L8|A0ABR0T7L8_AURPU",95.6,527,0,997,"A0ABR0T7L8"
"KEQ83974.1","tr|A0ABR0T897|A0ABR0T897_AURPU",76.1,1245,0,1813,"A0ABR0T897"
"KEQ84002.1","tr|A0ABR0T6X7|A0ABR0T6X7_AURPU",77.2,241,1.22e-134,376,"A0ABR0T6X7"
"KEQ84013.1","tr|A0ABR0T6Z6|A0ABR0T6Z6_AURPU",96.8,349,3.51e-231,630,"A0ABR0T6Z6"
"KEQ84062.1","tr|A0ABR0T7G3|A0ABR0T7G3_AURPU",87.2,429,3.74e-285,773,"A0ABR0T7G3"
"KEQ84086.1","tr|A0ABR0T798|A0ABR0T798_AURPU",80.8,541,0,905,"A0ABR0T798"
"KEQ84094.1","tr|A0ABR0T6A4|A0ABR0T6A4_AURPU",90.8,325,1.37e-221,604,"A0ABR0T6A4"
"KEQ84114.1","tr|A0ABR0T690|A0ABR0T690_AURPU",85.6,1232,0,2135,"A0ABR0T690"
"KEQ84144.1","tr|A0ABR0TC72|A0ABR0TC72_AURPU",92.9,634,0,1205,"A0ABR0TC72"
"KEQ84159.1","tr|A0ABR0T653|A0ABR0T653_AURPU",95.7,281,6.65e-200,546,"A0ABR0T653"
"KEQ84180.1","tr|A0ABR0T644|A0ABR0T644_AURPU",78.2,372,3.2e-206,568,"A0ABR0T644"
"KEQ84181.1","tr|A0ABR0T723|A0ABR0T723_AURPU",89.5,410,5.16e-270,733,"A0ABR0T723"
"KEQ84224.1","tr|A0ABR0TPR6|A0ABR0TPR6_AURPU",89.5,1809,0,3138,"A0ABR0TPR6"
"KEQ84228.1","tr|A0ABR0TPR4|A0ABR0TPR4_AURPU",90.9,374,4.11e-242,664,"A0ABR0TPR4"
"KEQ84272.1","tr|A0ABR0TNZ8|A0ABR0TNZ8_AURPU",87.2,274,7.19e-173,476,"A0ABR0TNZ8"
"KEQ84274.1","tr|A0ABR0TP35|A0ABR0TP35_AURPU",88,692,0,1191,"A0ABR0TP35"
"KEQ84275.1","tr|A0ABR0TQR1|A0ABR0TQR1_AURPU",91.4,383,1.48e-268,728,"A0ABR0TQR1"
"KEQ84291.1","tr|A0ABR0TQV4|A0ABR0TQV4_AURPU",83.6,354,1.11e-214,589,"A0ABR0TQV4"
"KEQ84301.1","tr|A0ABR0TPH1|A0ABR0TPH1_AURPU",92.7,356,1.13e-247,672,"A0ABR0TPH1"
"KEQ84364.1","tr|A0ABR0TQT3|A0ABR0TQT3_AURPU",86.6,800,0,1319,"A0ABR0TQT3"
"KEQ84366.1","tr|A0ABR0TR96|A0ABR0TR96_AURPU",90.8,240,9.22e-157,433,"A0ABR0TR96"
"KEQ84372.1","tr|A0ABR0TRE7|A0ABR0TRE7_AURPU",82.9,322,9.37e-195,536,"A0ABR0TRE7"
"KEQ84392.1","tr|A0ABR0TPM8|A0ABR0TPM8_AURPU",91.5,624,0,1146,"A0ABR0TPM8"
"KEQ84412.1","tr|A0ABR0TQ38|A0ABR0TQ38_AURPU",91.2,535,0,981,"A0ABR0TQ38"
"KEQ84449.1","tr|A0ABR0TR20|A0ABR0TR20_AURPU",94.1,273,9.96e-177,486,"A0ABR0TR20"
"KEQ84457.1","tr|A0ABR0TPZ3|A0ABR0TPZ3_AURPU",75.3,582,5.35e-269,752,"A0ABR0TPZ3"
"KEQ84471.1","tr|A0ABR0TPW0|A0ABR0TPW0_AURPU",98.2,448,0,888,"A0ABR0TPW0"
"KEQ84486.1","tr|A0ABR0TPW7|A0ABR0TPW7_AURPU",90.8,358,1.94e-267,723,"A0ABR0TPW7"
"KEQ84499.1","tr|A0ABR0TQ08|A0ABR0TQ08_AURPU",87,247,1.64e-161,445,"A0ABR0TQ08"
"KEQ84517.1","tr|A0ABR0TNV8|A0ABR0TNV8_AURPU",76.5,251,2.38e-75,239,"A0ABR0TNV8"
"KEQ84543.1","tr|A0ABR0TP82|A0ABR0TP82_AURPU",87.6,290,2.71e-183,504,"A0ABR0TP82"
"KEQ84556.1","tr|A0ABR0TP87|A0ABR0TP87_AURPU",95.8,4331,0,8114,"A0ABR0TP87"
"KEQ84560.1","tr|A0ABR0TPS1|A0ABR0TPS1_AURPU",73.4,278,4.15e-144,404,"A0ABR0TPS1"
"KEQ84577.1","tr|A0ABR0TQQ8|A0ABR0TQQ8_AURPU",89.3,384,1.55e-222,619,"A0ABR0TQQ8"
"KEQ84612.1","tr|A0ABR0TR17|A0ABR0TR17_AURPU",83.3,617,0,1092,"A0ABR0TR17"
"KEQ84617.1","tr|A0ABR0TPN3|A0ABR0TPN3_AURPU",73.1,834,0,1137,"A0ABR0TPN3"
"KEQ84619.1","tr|A0ABR0TQ25|A0ABR0TQ25_AURPU",81.7,350,1.67e-149,423,"A0ABR0TQ25"
"KEQ84622.1","tr|A0ABR0TP48|A0ABR0TP48_AURPU",87.8,961,0,1728,"A0ABR0TP48"
"KEQ84628.1","tr|A0ABR0TP54|A0ABR0TP54_AURPU",89.2,575,0,1027,"A0ABR0TP54"
"KEQ84629.1","tr|A0ABR0TPD2|A0ABR0TPD2_AURPU",94.7,356,7.59e-246,668,"A0ABR0TPD2"
"KEQ84634.1","tr|A0ABR0T5T8|A0ABR0T5T8_AURPU",87.4,644,0,1121,"A0ABR0T5T8"
"KEQ84666.1","tr|A0ABR0T5N4|A0ABR0T5N4_AURPU",88.1,452,3.59e-287,780,"A0ABR0T5N4"
"KEQ84669.1","tr|A0ABR0T6Z2|A0ABR0T6Z2_AURPU",76.3,245,3.56e-131,370,"A0ABR0T6Z2"
"KEQ84675.1","tr|A0ABR0T5U8|A0ABR0T5U8_AURPU",90.1,585,0,1060,"A0ABR0T5U8"
"KEQ84682.1","tr|A0ABR0T5T5|A0ABR0T5T5_AURPU",95.3,362,4.02e-260,704,"A0ABR0T5T5"
"KEQ84686.1","tr|A0ABR0T6T4|A0ABR0T6T4_AURPU",93.4,228,1.32e-150,416,"A0ABR0T6T4"
"KEQ84697.1","tr|A0ABR0T7F9|A0ABR0T7F9_AURPU",89.9,1481,0,2784,"A0ABR0T7F9"
"KEQ84708.1","tr|A0ABR0T6L7|A0ABR0T6L7_AURPU",79.2,322,1.66e-153,431,"A0ABR0T6L7"
"KEQ84736.1","tr|A0ABR0TF47|A0ABR0TF47_AURPU",97.4,499,0,893,"A0ABR0TF47"
"KEQ84747.1","tr|A0ABR0TFC8|A0ABR0TFC8_AURPU",81.2,462,4.77e-259,712,"A0ABR0TFC8"
"KEQ84773.1","tr|A0ABR0TED9|A0ABR0TED9_AURPU",95,238,3.98e-166,456,"A0ABR0TED9"
"KEQ84793.1","tr|A0ABR0TE07|A0ABR0TE07_AURPU",89,308,1.61e-200,549,"A0ABR0TE07"
"KEQ84798.1","tr|A0ABR0TE11|A0ABR0TE11_AURPU",84.1,289,5.3e-188,516,"A0ABR0TE11"
"KEQ84818.1","tr|A0ABR0TFH4|A0ABR0TFH4_AURPU",83.4,313,1.53e-187,517,"A0ABR0TFH4"
"KEQ84822.1","tr|A0ABR0TE20|A0ABR0TE20_AURPU",95.5,358,4.89e-261,706,"A0ABR0TE20"
"KEQ84827.1","tr|A0ABR0TF50|A0ABR0TF50_AURPU",92.2,516,0,919,"A0ABR0TF50"
"KEQ84847.1","tr|A0ABR0TDY6|A0ABR0TDY6_AURPU",81.1,429,2.07e-221,611,"A0ABR0TDY6"
"KEQ84851.1","tr|A0ABR0TDZ1|A0ABR0TDZ1_AURPU",98.3,233,1.99e-168,462,"A0ABR0TDZ1"
"KEQ84856.1","tr|A0ABR0TE03|A0ABR0TE03_AURPU",84.7,979,0,1573,"A0ABR0TE03"
"KEQ84857.1","tr|A0ABR0TDX5|A0ABR0TDX5_AURPU",87,438,1.22e-292,793,"A0ABR0TDX5"
"KEQ84861.1","tr|A0ABR0TDX7|A0ABR0TDX7_AURPU",93,442,9.37e-311,839,"A0ABR0TDX7"
"KEQ84883.1","tr|A0ABR0TE33|A0ABR0TE33_AURPU",94,546,0,1058,"A0ABR0TE33"
"KEQ84891.1","tr|A0ABR0TF70|A0ABR0TF70_AURPU",93.6,512,0,984,"A0ABR0TF70"
"KEQ84892.1","tr|A0ABR0TF83|A0ABR0TF83_AURPU",89.9,297,3e-195,535,"A0ABR0TF83"
"KEQ84895.1","tr|A0ABR0TDS0|A0ABR0TDS0_AURPU",75.8,629,1.64e-291,804,"A0ABR0TDS0"
"KEQ84915.1","tr|A0ABR0TEI8|A0ABR0TEI8_AURPU",82.6,351,1.12e-206,569,"A0ABR0TEI8"
"KEQ84945.1","tr|A0ABR0TG38|A0ABR0TG38_AURPU",90.4,594,0,1099,"A0ABR0TG38"
"KEQ84964.1","tr|A0ABR0TG18|A0ABR0TG18_AURPU",97.2,290,3.57e-222,604,"A0ABR0TG18"
"KEQ84983.1","tr|A0ABR0TEC7|A0ABR0TEC7_AURPU",84,349,6.64e-216,598,"A0ABR0TEC7"
"KEQ84986.1","tr|A0ABR0TEC9|A0ABR0TEC9_AURPU",90.6,342,4.34e-227,621,"A0ABR0TEC9"
"KEQ85023.1","tr|A0ABR0TE96|A0ABR0TE96_AURPU",84.8,401,3.04e-239,655,"A0ABR0TE96"
"KEQ85029.1","tr|A0ABR0TFM0|A0ABR0TFM0_AURPU",95.6,1363,0,2601,"A0ABR0TFM0"
"KEQ85034.1","tr|A0ABR0TEW4|A0ABR0TEW4_AURPU",70,892,0,1190,"A0ABR0TEW4"
"KEQ85102.1","tr|A0ABR0TEJ9|A0ABR0TEJ9_AURPU",90.1,524,0,963,"A0ABR0TEJ9"
"KEQ85109.1","tr|A0ABR0TG11|A0ABR0TG11_AURPU",87.8,237,2.44e-146,406,"A0ABR0TG11"
"KEQ85115.1","tr|A0ABR0TED2|A0ABR0TED2_AURPU",76.9,273,2.1e-148,415,"A0ABR0TED2"
"KEQ85134.1","tr|A0ABR0TEF5|A0ABR0TEF5_AURPU",79.5,404,9.8e-240,656,"A0ABR0TEF5"
"KEQ85142.1","tr|A0ABR0TFJ0|A0ABR0TFJ0_AURPU",95.5,266,2.82e-189,517,"A0ABR0TFJ0"
"KEQ85149.1","tr|A0ABR0TER8|A0ABR0TER8_AURPU",81.8,347,2.31e-220,603,"A0ABR0TER8"
"KEQ85182.1","tr|A0ABR0TER9|A0ABR0TER9_AURPU",79.3,381,6.62e-200,554,"A0ABR0TER9"
"KEQ85201.1","tr|A0ABR0T8X6|A0ABR0T8X6_AURPU",85.4,861,0,1502,"A0ABR0T8X6"
"KEQ85214.1","tr|A0ABR0T8W8|A0ABR0T8W8_AURPU",76,420,1.57e-238,655,"A0ABR0T8W8"
"KEQ85261.1","tr|A0ABR0T9V4|A0ABR0T9V4_AURPU",89,300,1.47e-203,563,"A0ABR0T9V4"
"KEQ85276.1","tr|A0ABR0T906|A0ABR0T906_AURPU",94.3,331,2.37e-225,614,"A0ABR0T906"
"KEQ85350.1","tr|A0ABR0T9G6|A0ABR0T9G6_AURPU",89.5,399,6.67e-252,687,"A0ABR0T9G6"
"KEQ85354.1","tr|A0ABR0T938|A0ABR0T938_AURPU",76.5,345,4.14e-162,454,"A0ABR0T938"
"KEQ85359.1","tr|A0ABR0TAI8|A0ABR0TAI8_AURPU",96.8,407,1.26999999999859e-313,843,"A0ABR0TAI8"
"KEQ85368.1","tr|A0ABR0T9M4|A0ABR0T9M4_AURPU",83.7,313,3.01e-175,491,"A0ABR0T9M4"
"KEQ85383.1","tr|A0ABR0T9T5|A0ABR0T9T5_AURPU",71.9,392,2.61e-185,520,"A0ABR0T9T5"
"KEQ85424.1","tr|A0ABR0T974|A0ABR0T974_AURPU",88,548,0,942,"A0ABR0T974"
"KEQ85431.1","tr|A0ABR0TAK2|A0ABR0TAK2_AURPU",97.1,379,5.68e-280,756,"A0ABR0TAK2"
"KEQ85455.1","tr|A0ABR0T9K9|A0ABR0T9K9_AURPU",88.9,208,5.81e-128,357,"A0ABR0T9K9"
