UniProt_accession,AlphaFold_model,pLDDT
Q54I18,True,66.94
Q6MWE5,True,88.44
O13990,True,90.81
P19871,True,96.38
Q9USN4,True,87.0
Q9P793,True,61.66
P38095,True,90.56
P38096,True,97.0
P47276,True,96.25
Q12019,False,
Q6C953,True,85.94
A6SFV4,True,77.06
D7UTD1,True,93.06
P87015,True,91.0
A5URA7,True,97.5
Q03015,True,90.75
A0A084R1K1,True,89.31
Q5RD27,True,70.69
G5EF53,True,68.88
Q5E9V4,True,91.81
Q52C47,True,70.81
P38705,True,92.75
A0A455ZJM4,True,82.06
P0C1E8,True,93.69
P48445,True,89.12
Q56232,True,96.31
Q5ZLC8,True,85.81
Q6BZQ6,True,71.5
Q9C1B7,True,96.94
D4AUF4,True,86.69
Q4WD44,True,85.94
Q9VEX9,True,86.06
O74227,True,93.56
Q0UI02,True,77.56
G2WXB0,True,61.22
Q9HGN7,True,80.81
O13709,True,57.84
Q9BGI1,True,83.75
Q5AWI5,True,92.62
A2XUN8,True,80.56
P53096,True,90.62
Q93HT9,True,98.19
Q763T4,True,96.06
Q5ZAY9,True,88.56
Q9P3W6,True,80.12
B6HLP6,True,95.12
Q9USW3,True,85.19
O14306,True,68.81
P27073,True,93.31
Q4WCG5,True,85.94
Q9VYG2,True,77.38
B0Y1M7,True,92.19
D4AIS3,True,78.94
Q03868,True,68.38
Q7X3T2,True,95.12
P54861,True,79.5
P45699,True,79.75
O94515,True,88.94
A2QFK0,True,74.94
G4N2A8,True,78.0
Q9P6K0,True,56.75
Q06510,True,90.81
Q4WUT7,True,81.69
Q09709,True,90.81
Q4WGL5,True,79.62
O14324,True,84.06
A1D5W1,True,95.25
P9WIQ8,True,93.56
S0EEY7,True,85.25
Q10068,True,90.5
Q0QLE4,True,96.31
Q4WXH8,True,80.62
E4V2N6,True,68.88
O74502,True,73.25
P87145,True,83.0
P36080,True,74.31
Q09799,True,71.19
Q7SCZ3,True,73.5
Q58DC7,True,78.62
O13876,True,84.81
A5DHT2,True,87.56
P40481,True,86.25
O14388,True,91.44
O94530,True,90.69
P38698,True,92.94
A0A2U7QU15,True,91.25
B0Y762,True,72.44
P10962,True,73.25
P78578,True,77.75
Q0V3R6,True,50.34
O48723,True,91.12
S0DXJ2,True,88.06
Q3S8Q4,True,85.19
P78612,True,65.56
A0A140JWT5,True,95.75
Q01752,True,96.38
Q310Q2,True,98.25
J9VQQ3,True,69.12
S0DQ98,True,91.69
P0CT46,True,87.0
A0A084AFG6,True,88.62
Q8YX96,True,95.12
J9VS56,True,79.62
Q568A0,True,79.19
Q9D2N9,True,94.38
P36159,True,90.12
O13988,True,78.88
F9WZD2,True,89.94
A6Y9S5,True,97.25
A6RJQ7,True,74.81
Q9C0V4,True,49.5
L7WRZ2,True,79.5
Q96MM6,True,82.38
P39577,True,93.38
Q9P6Q1,True,93.38
A0A0D1DUA6,True,62.12
B0YCP1,True,76.38
Q16ZN9,True,75.81
A5DQS0,True,74.38
Q0UVK8,True,95.44
Q9HGL3,True,61.47
P0CH36,True,97.38
P24391,True,77.5
P27121,True,86.5
P22151,True,81.62
P50999,True,88.75
Q0K7D4,True,95.81
O60064,True,94.25
Q09751,True,97.0
Q8NIZ4,True,84.0
P0C7N7,True,77.69
O42958,True,63.69
Q96UH7,True,94.38
P30759,True,94.5
Q2UL45,True,73.75
A8NS27,True,85.38
G0S4T0,True,84.38
O13804,True,79.81
Q10478,True,87.44
P32453,True,81.12
Q2UAP8,True,75.62
Q9P8W3,True,59.25
O42630,True,87.19
Q9Y7Z6,True,65.0
O60172,True,91.62
Q1K8G0,True,88.5
A0AAD6J5T3,True,95.69
Q2U3H9,True,96.31
Q9ZQ47,True,74.56
B8M9K5,True,93.25
Q3KP44,True,64.25
A9HYZ1,True,96.69
O14039,True,90.12
P42042,True,94.69
P13360,True,50.88
Q4WI01,True,93.75
Q81HB1,True,95.69
P40510,True,90.12
Q10243,True,91.88
V5ILE0,True,78.06
P43620,True,64.69
Q80VQ0,True,96.25
Q02592,True,78.31
P55059,True,89.69
A0A1L7U5T4,True,97.19
Q5B2X8,True,83.0
A0A120HYZ1,True,89.5
O43086,True,48.75
Q12702,True,87.06
Q59MD2,True,48.41
Q0U1A1,True,88.94
F4K2K3,True,81.12
Q9XHG2,True,93.56
P58371,True,84.5
Q9C1T1,True,94.88
Q09743,True,77.12
Q00083,True,52.03
P97924,True,88.12
P26235,True,91.5
Q4WB99,True,96.25
Q57568,True,91.81
A0A411KZY6,True,92.38
O94449,True,87.75
F4I2H2,True,72.0
Q9P5M9,True,94.94
J9VXS6,True,60.81
O22025,True,93.5
Q5BCF8,True,95.62
P87140,True,84.31
P27747,True,92.56
O42882,True,65.25
P47988,True,69.62
A1CQ63,True,83.44
W7DQR8,True,89.69
P39932,True,84.44
P11655,True,85.62
Q9HDU9,True,89.75
P52753,True,67.19
Q03161,True,96.5
P24657,True,96.62
O14340,True,67.94
P32948,True,96.06
A1CZJ3,True,81.25
Q10191,True,71.31
Q196V4,True,89.35
Q6GLT8,True,91.81
Q4WQU0,True,89.56
Q04759,True,79.75
P41735,True,88.44
Q91196,True,84.62
Q3UJB0,True,65.94
Q9P7N9,True,81.75
P80601,True,97.31
Q9NDG8,True,90.56
Q9P7H0,True,77.69
O14470,True,74.12
O13941,True,78.38
A7EJE5,True,85.94
P00447,True,92.5
Q95UN8,True,53.5
P87061,True,66.88
Q4I665,True,78.44
A1CP08,True,93.88
A0A5C1DUY5,True,97.31
Q4UK62,True,97.0
Q9W352,True,72.94
C8V3W5,True,80.62
Q9I0F2,True,91.62
F8U971,True,85.88
Q59XM0,True,71.31
A0A384XR80,True,87.88
A0A7U2MMF3,True,85.62
O74470,True,94.88
J5J924,True,78.06
P0C1B4,True,96.0
Q4WN10,True,63.06
Q5SNQ7,True,76.25
Q9ZNS0,True,86.0
Q9BXX2,True,51.66
Q04217,True,71.5
Q5ZJ08,True,90.75
Q82PP4,True,96.0
D7PI00,True,71.5
E5R5D9,True,78.81
P97570,True,85.38
Q9HDV4,True,72.81
Q06541,True,82.75
Q05567,True,90.5
A0A067FT93,True,92.94
O14174,True,69.75
Q08193,True,82.5
B3PEE6,True,93.31
Q9P5K9,True,92.81
Q86ZE3,True,74.44
D4B1P2,True,94.31
Q9P7P0,True,80.5
P20340,True,85.19
G0REY0,True,76.06
P32604,True,89.75
A1CS00,True,65.31
Q7RZA2,True,89.38
O61122,True,75.56
A0A1D8PDI4,True,70.69
Q7SH09,True,63.12
B0Y665,True,87.88
P04819,True,79.75
Q2UB01,True,87.12
Q9UGJ1,True,82.0
G2XEQ9,True,49.69
P53950,True,48.28
Q9FZC8,True,94.12
P53193,True,88.44
D4AJR9,True,78.44
Q757K0,True,88.19
Q874L4,True,82.31
A8C7S1,True,94.62
W6QLE4,True,92.44
O81301,True,88.31
K2RYB6,True,84.81
P78768,True,84.88
O74366,True,82.06
Q55E44,True,46.38
Q9P253,True,78.81
O74822,True,95.38
Q3UG98,True,84.75
G3JUI7,True,94.81
P40038,True,63.0
A2BP56,True,94.06
Q0V6H6,True,69.62
H1VPS8,True,85.69
Q8NK50,True,97.0
A0A1D8PF08,True,96.81
P05747,True,94.5
P87219,True,96.88
Q03319,True,83.81
Q08904,True,83.25
C9K7C8,True,96.38
G0LET7,True,84.19
A0A0U1LQD9,True,93.56
Q6B9X6,True,80.12
Q9D4V0,True,94.31
Q93QC6,True,97.69
O94683,True,85.56
P40920,True,75.94
O13878,True,78.0
P0C154,True,96.62
Q2VQV9,True,94.25
Q9UUN9,True,95.12
P66901,True,97.0
Q875Q8,True,78.88
Q9UUA4,True,92.62
Q9D2V8,True,89.38
O94269,True,75.5
P38673,True,93.62
Q5BAY0,True,81.19
Q6DT37,True,72.31
O82859,True,87.5
P0DUR8,True,87.81
A0A364LXP7,True,76.62
P77319,True,88.62
Q9EPT4,True,90.12
P50514,True,96.0
Q9C2B9,True,87.12
D4A734,True,80.88
P24918,True,90.12
J3KAR7,True,81.38
Q4X0I5,True,72.12
G4ND53,True,63.94
Q9Y8H7,True,96.62
C9STX5,True,87.06
Q6LA54,True,58.75
Q6NRM1,True,81.25
Q01290,True,82.19
Q6DAJ6,True,92.44
P0CZ17,True,92.25
Q07262,True,88.69
Q04673,True,80.44
Q54TH9,True,65.5
A7EYY7,True,81.94
Q1K8E0,True,69.12
O74990,True,84.31
Q9UUE7,True,80.5
Q7LKZ6,True,78.19
P77931,True,88.06
Q6DWK3,True,93.75
Q4WHU0,True,87.31
Q607C3,True,95.12
O13398,True,79.19
A7EJL9,True,96.81
A1D9C9,True,96.12
P48300,True,93.31
Q1MTQ7,True,77.81
W7E0Q5,True,90.19
Q4WK35,True,71.25
P25358,True,82.69
Q28653,True,81.31
A0A1V6PBE7,True,92.88
Q1E2B2,True,66.62
B9MGI8,True,97.75
Q06245,True,65.81
Q7ZWC4,True,87.5
Q8TG12,True,79.56
P04841,True,97.69
Q9S2A5,True,92.31
A0A0L1JEX1,True,96.06
Q8L799,True,86.81
Q12083,True,77.69
Q09692,True,95.06
E5AE35,True,77.5
A5WFR0,True,79.5
O07622,True,93.88
P29197,True,86.81
Q5B8L0,True,77.12
B0XXS1,True,79.69
P14604,True,91.56
Q3TKT4,True,65.0
O94762,True,70.06
Q0V6W0,True,88.12
A0A1U8QQU5,True,78.12
Q8Y014,True,96.5
O94512,True,79.06
O74762,True,80.69
Q9UT84,True,66.19
B0YCL3,True,95.5
Q59RQ0,True,60.41
Q0USF2,True,62.5
P23704,True,86.69
P39012,True,89.81
Q4WVG0,True,72.88
Q12246,True,74.75
Q1MTQ5,True,89.06
I1RAL7,True,59.53
J9VDC2,True,82.69
Q9P775,True,81.94
Q03920,True,96.5
P34101,True,70.69
W7MSI0,True,95.25
C8VCL5,True,71.25
A2QA23,True,74.31
Q8CCB4,True,79.81
D4B4K9,True,83.19
Q54GH4,True,91.06
O74537,True,84.0
P47795,True,92.25
Q4IPX8,True,90.19
Q7SGY6,True,87.25
Q9P6R0,True,78.62
Q5UNW1,False,
P22143,True,96.75
A0A1C3YKE0,True,96.25
Q00784,True,80.56
Q06060,True,87.44
Q0CJ60,True,92.94
Q0CFS3,True,88.69
Q8TFF9,True,96.62
Q09685,True,71.38
A0A075TRA9,True,86.25
Q9H270,True,78.56
Q09713,True,73.25
C4JTA0,True,71.0
A1CFK9,True,92.62
Q8WZY4,True,79.38
A7EGG4,True,75.0
Q9P6P9,True,81.62
P31540,True,83.31
P38677,True,97.44
P53692,True,78.25
P39724,True,82.12
P40024,True,85.69
O59672,True,79.0
B8N5T6,True,95.5
G0S1B3,True,89.5
Q9Y7J5,True,81.75
Q9CQM6,True,85.69
Q9SJF3,True,66.94
Q92399,True,84.19
P38094,True,92.94
A2AT37,True,76.5
Q01397,True,73.69
A0A0J9WAS0,True,62.09
Q9HEH1,True,73.44
O81884,True,97.0
Q9P7Q4,True,81.44
Q872F4,True,72.62
A1D8E4,True,81.44
P0A0J8,True,89.25
P9WEU1,True,62.28
Q1K9C2,True,81.44
A0A443HJZ3,True,94.12
Q08220,True,93.88
Q9C1X2,True,92.06
O74975,True,72.12
Q5BDW4,True,64.56
P41277,True,96.75
O57383,True,95.12
P13382,True,74.31
Q9UUK7,True,97.62
Q822K5,True,83.12
Q8BLD6,True,63.5
B8CWH0,True,94.31
A0A2Z5TIQ0,True,96.75
Q4WNC1,True,77.5
P69935,True,98.25
P0CY36,True,79.38
Q59787,True,98.12
A2QTE3,True,95.25
Q0CF75,True,82.5
Q5AY39,True,84.75
Q86ZD9,True,83.0
Q14RS2,True,79.88
Q74FW6,True,94.88
O74511,True,73.0
G0S8H7,True,82.88
O74766,True,97.44
Q96WV2,True,70.06
Q8VZ59,True,93.81
P0DTE9,True,88.88
Q5AHA0,True,62.84
O93829,True,92.88
P87313,True,96.12
Q5NPS6,True,88.69
O13770,True,85.5
Q9US40,True,82.56
P0AET9,True,97.44
A0A142I740,True,84.56
S7ZC70,True,86.94
P94522,True,93.44
O94467,True,96.5
Q20390,True,93.25
A0A9E7LUL3,True,92.56
Q0CS89,True,75.62
Q5AUY5,True,93.44
P32617,True,83.12
O13701,True,74.75
Q9UTS5,True,66.44
Q4WZG1,True,89.44
Q6RET3,True,88.75
Q99P66,True,85.38
P61085,True,96.56
A2QLK4,True,78.19
Q08DJ7,True,89.69
F1QNX7,True,66.75
F9XMW3,True,84.19
Q6ZAC1,True,91.12
P25303,True,82.25
P0DO30,False,
Q9C1W9,True,82.06
Q0UJ42,True,65.31
Q0D1P3,True,86.31
Q9C8V2,True,85.88
C5FHK0,True,83.0
Q12500,True,71.88
Q10350,True,88.06
Q10154,True,78.56
G7X8S6,True,95.06
Q9P8V3,True,94.5
B0YD91,True,86.06
P08579,True,82.69
Q7SGU0,True,62.56
C6A382,True,96.38
P71362,True,95.88
P40586,True,96.75
P38009,True,96.56
O74400,True,77.44
E9EYW7,True,93.38
P36612,True,77.88
Q4IQM6,True,90.5
Q7RZ62,True,80.69
B0T138,True,89.25
P48457,True,85.31
O31787,True,97.88
Q9USG8,True,70.56
Q9P791,True,95.88
Q75EM1,True,89.81
Q4WE89,True,70.0
Q9Y811,True,77.12
A4W8C6,True,93.94
Q9NVX2,True,93.69
A0A2I1C3T9,True,86.25
Q9LRP2,True,80.88
Q5J6J2,True,90.19
Q9HFE1,True,76.56
Q9P429,True,83.12
Q0VCQ1,True,83.0
O43062,True,84.31
B0YBR5,True,85.69
Q55DA0,True,86.12
P14010,True,93.94
Q10269,True,80.81
O74858,True,89.69
P59046,True,80.94
E5DG73,True,58.12
P19807,True,79.56
P42894,True,97.12
P07850,True,95.06
Q0I3Q7,True,97.81
Q0C7P6,True,75.06
Q7LJR6,True,94.38
A7S338,True,91.19
Q8RWI9,True,82.12
O81027,True,74.12
A8WK63,True,86.06
P00421,True,96.12
Q4WZB3,True,97.19
P43101,True,82.44
Q2KF83,True,83.38
W1Q7S6,True,94.25
O59768,True,83.81
Q4WND5,True,84.06
Q9P6N9,True,91.0
P16423,True,84.75
P07056,True,83.62
Q2I8V6,True,97.94
A0A1L7U8F2,True,86.38
E9Q5F9,True,43.09
P77316,True,92.31
H2L099,True,65.5
Q27873,True,96.31
Q8JH68,True,84.19
A0A8J9RZ21,True,63.25
B4XVN1,True,89.81
A2QH21,True,76.25
Q12252,True,80.0
O59858,True,96.69
A0A0B5L781,True,95.56
O59942,True,86.25
P53704,True,89.56
S3D784,True,92.06
Q5MYA4,True,85.81
Q2UH11,True,86.44
Q9C8K2,True,82.88
Q07538,True,77.44
Q5BC69,True,80.44
Q9HGZ2,True,97.0
Q0UJC3,True,59.75
B8M9K0,True,96.5
S0DX56,True,91.5
Q5B0Y2,True,84.62
Q0GYU4,True,96.5
O74113,True,87.38
G2WR33,True,78.06
O59711,True,96.81
B8NM70,True,85.38
O13686,True,59.66
Q1DKD8,True,78.62
O42894,True,83.06
Q69BZ7,True,81.75
Q5FC15,True,90.25
Q9VHR8,True,89.38
Q10227,True,81.5
Q9UTP4,True,78.31
Q10193,True,61.62
S7ZFL4,True,88.75
Q1EA54,True,74.0
Q9Y899,True,73.19
Q0UBT2,True,96.69
Q3M6C3,True,95.88
Q6S001,True,74.56
O08582,True,77.38
Q9SMT7,True,92.5
Q4WRP2,True,79.44
O30131,True,96.94
P79011,True,73.94
B6HRH5,True,72.5
P47042,True,65.5
Q9USM4,True,84.12
Q8R9M9,True,95.75
P04397,True,96.75
P25036,True,84.5
G0SDQ4,True,61.25
Q2TXM4,True,96.19
Q00646,True,86.44
Q9UTK3,True,96.56
B2VY36,True,77.06
A8H589,True,95.94
D2E9W9,True,90.31
O74881,True,67.06
P53394,True,78.31
P42254,True,94.69
W7MLD5,True,92.0
A4FLF6,True,94.19
Q2URI6,True,75.62
A0A0R4IBK5,False,
Q0CH76,True,70.75
V5IM60,True,88.69
O59683,True,79.12
Q01306,True,56.5
P87317,True,90.31
P38149,True,85.75
Q9P7G4,True,79.12
V6CLA2,True,65.25
Q9F234,True,95.62
Q10314,True,90.12
O74883,True,78.75
Q0CW30,True,83.44
P43585,True,73.88
O00105,True,96.31
P87136,True,67.88
Q4PGW7,True,92.75
Q2QYY8,True,73.5
F1QGZ6,True,68.94
P0CT73,True,90.5
A0A423V942,True,64.38
C5E4D9,True,82.12
A6R2K7,True,94.38
Q0UVG7,True,80.88
Q7RZS0,True,81.38
A8C7R3,True,94.5
A0A2G5ICG8,True,91.44
Q10146,True,71.0
A0AUV4,True,70.31
Q1DLG1,True,70.81
Q0V0B0,True,83.56
Q12310,True,59.66
A0A0J9UPF5,True,59.03
P23403,True,86.5
P49433,True,97.5
Q9UT30,True,65.12
Q10499,True,90.06
Q5RE15,True,68.75
A3SLS0,True,96.94
Q5ZIU9,True,79.75
P15848,True,93.12
P02597,True,83.56
Q4WVM1,True,67.94
O94387,True,67.88
Q14527,True,68.25
O94285,True,87.44
G2WSJ2,True,52.0
O13681,True,63.72
A0A0J9WP80,True,63.09
Q9ZWQ9,True,95.19
Q96JC1,True,88.06
P07685,True,90.5
B8N4P0,True,89.19
Q8YJS5,True,91.88
F4HW51,True,63.44
P40051,True,91.0
Q10080,True,88.69
Q9Y8G3,True,81.12
P40485,True,72.25
Q2UPT7,True,91.69
G2XIU4,True,82.19
Q5BFG0,True,94.19
A0A2I2F2I5,True,88.75
Q48E92,True,97.94
A6SAY2,True,85.69
O74457,True,94.19
Q4IR87,True,80.94
P05316,True,82.25
A9ZPJ7,True,95.12
P40046,True,77.75
Q4WHG0,True,74.88
Q04991,True,86.44
Q09852,True,80.56
A0A7T8J1U7,True,91.88
Q6A3P9,True,96.69
A0A0J9V2V7,True,45.66
B8M9K8,True,92.44
Q9UUM7,True,89.38
Q54KE6,True,89.0
Q1DKE7,True,83.56
Q9ZVX1,True,67.88
G2WS86,True,75.31
P0CL22,True,93.12
Q92253,True,82.44
Q9J4Z6,True,74.56
Q9UTK6,True,66.81
A0A384JRP0,True,91.44
Q8X1T3,True,90.44
O31186,True,97.31
Q8DGE4,True,95.12
Q5AGW8,True,90.44
O74439,True,90.19
K3VCL0,True,94.38
O43083,True,59.03
Q10248,True,91.56
B8NYD8,True,94.31
Q75BH9,True,51.72
Q3ZFI7,True,97.19
Q6VN19,True,77.19
A0A385XIL0,True,69.75
Q5BK46,True,80.31
P11635,True,90.75
Q08686,True,96.12
A9X1D0,True,86.5
A0A5N6UV50,True,85.19
O44424,True,67.25
Q0UBQ5,True,80.62
O74737,True,82.19
Q99326,True,65.06
O74542,True,96.31
Q7S834,True,85.25
Q8KRU5,True,89.06
Q5ZHM5,True,78.25
A0A411PQP0,True,88.81
F2Z699,True,87.06
Q96JX3,True,78.31
B8NCQ3,True,83.75
Q75ZG2,True,93.81
A0A0Y0GRS3,True,93.44
B0Y9W4,True,57.28
Q55CD9,True,91.06
Q9Y7X4,True,90.12
P16932,True,98.56
P76628,True,90.5
P95896,True,96.88
P34024,True,91.19
Q4INW6,True,84.0
D4B387,True,87.31
P61861,True,83.0
Q4WMR0,True,96.31
O14100,True,50.0
O13703,True,69.94
P17489,True,92.31
Q9UTG1,True,93.38
O59836,True,59.88
P34736,True,98.69
A0A0C2SRU0,True,91.25
P28706,True,59.0
Q2ULH4,True,82.31
P29380,True,93.94
P50125,True,95.12
Q5BBP5,True,84.31
P53118,True,78.06
O14311,True,83.0
Q9Y7U3,True,92.06
Q0RCD6,True,95.75
Q6EU14,True,78.62
Q03219,True,94.19
Q9P7V4,True,88.69
P22303,True,92.94
Q4WYA1,True,78.19
A0A2I6PIZ1,True,94.31
J4UQC2,True,72.0
S0ENB0,True,93.12
Q9FKB0,True,91.0
Q5SI16,True,94.06
Q1K8F8,True,92.44
Q92373,True,76.88
Q4WLA7,True,96.38
O13923,True,79.94
Q9UUF1,True,96.06
V9TT49,True,96.88
Q4WK56,True,71.5
O60174,True,79.06
C6E496,True,94.62
Q7RX39,True,93.19
Q55EY8,True,90.25
G2XJV9,False,
Q0TWV0,True,88.94
Q8W4E7,True,75.69
P42599,True,97.56
Q9UW81,True,87.75
Q9NVJ2,True,92.56
A7YWE4,True,95.25
Q6GEP3,True,98.19
Q9C5U2,True,71.88
A0A384JXL6,True,93.94
Q86IZ3,True,96.12
A0A0F7CUE9,True,87.25
Q4R7L8,True,88.06
P41948,True,88.12
I1RMK9,True,72.75
O59833,True,77.62
C6BUS3,True,96.75
P53744,True,86.12
B0XPB8,True,95.12
O88202,True,90.06
Q9Y7N6,True,86.19
P54989,True,92.38
Q2UGK2,True,90.31
A0A2I1BSV1,True,89.62
Q6FMP4,True,73.94
P39009,True,78.75
A2XVG1,True,95.31
Q66KB7,True,86.69
Q2YIJ8,True,88.12
Q5Z6X0,True,71.25
O69763,True,97.94
B8NI24,True,93.88
Q9USK6,True,76.12
P79081,True,95.56
E3QYP0,True,97.19
O13432,True,95.25
Q0V1H5,True,73.69
Q00012,True,94.12
Q09717,True,79.69
Q6AU07,True,89.56
P77736,True,97.44
P87112,True,76.81
A2QIK9,True,85.5
Q9HGQ2,True,85.69
Q4WM22,True,84.81
Q7SB53,True,94.0
J9N5G7,True,92.75
O74462,True,82.12
Q10274,True,63.91
Q06147,True,72.19
O13790,True,87.06
P87076,True,96.81
Q9P7X3,True,82.38
O13944,True,71.06
P40086,True,83.69
Q4WDM5,True,84.19
A5DDB7,True,64.06
O13621,True,85.94
Q8K337,True,78.88
P28569,True,55.81
P87027,True,94.5
P27770,True,83.12
Q2TXF4,True,77.88
Q2UPU5,True,92.19
Q9P6P3,True,80.88
P87122,True,64.5
Q9P6K3,True,90.31
Q55F21,True,93.56
P52719,True,87.94
Q55CT0,True,84.19
B2VSU4,True,85.31
Q2GPS5,True,91.0
Q08844,True,78.0
Q2UFA9,True,86.19
Q8BZN4,True,60.88
P16120,True,95.31
O13848,True,95.81
Q10067,True,82.19
P05414,True,94.69
Q42575,True,61.88
Q4WA59,True,66.62
Q5ASI2,True,95.62
Q4WDN4,True,81.31
P39703,True,42.22
P18773,True,95.81
Q1E076,True,78.69
Q0V302,True,83.44
Q09100,True,74.12
Q9Y8C7,True,66.75
O43236,True,71.44
O42726,True,83.25
P38355,True,81.0
A0A179H2Q3,True,88.81
Q756H2,True,97.25
Q921A2,True,82.12
I1RQE2,True,69.38
P29937,True,78.69
A0A6F8RQ06,True,94.88
Q2UPA7,True,92.12
P47173,True,96.75
Q54IT3,True,96.0
P53254,True,85.69
Q5B4H1,True,89.62
O00098,True,92.69
P39826,True,82.38
A0A0D2XVZ5,True,88.75
P78962,True,56.62
P0DN30,True,95.56
Q0UM75,True,77.75
Q8N0N3,True,93.62
Q9HDY1,True,65.56
Q4JL84,True,68.69
O74857,True,62.28
A0A0P1DJE3,True,95.94
P25333,True,64.12
O13396,True,85.56
Q55P57,True,88.31
Q9ZTN2,True,90.12
D4AYW0,True,76.94
G0SHQ2,True,91.69
O74445,True,87.06
Q2KIB9,True,83.19
Q5ZL55,True,81.12
Q12358,True,89.25
P25627,True,88.81
A0A078ISJ6,True,92.75
Q54C16,True,84.62
Q9P6M1,True,90.81
Q6NSN2,True,96.62
Q8BG09,True,72.38
B0XS89,True,52.12
Q8UVC1,True,70.19
P06174,True,90.5
Q6PCF7,True,85.62
B0Y384,True,81.38
Q5BGR2,True,78.88
Q4WS57,True,85.0
P0AEP2,True,88.38
S0DS79,True,74.81
Q8DLZ5,True,96.94
Q45FA5,True,84.06
B1I6S7,True,96.5
O94348,True,71.44
P41436,True,81.83
Q1K6N8,True,78.31
B5BLW5,True,95.94
Q9P3R1,True,94.56
A1CVV8,True,93.69
B2WKR4,True,79.81
Q1K615,True,94.75
Q03563,True,59.34
C5P4Z8,True,87.0
Q0TZT0,True,87.12
O13901,True,93.12
F1RRV3,True,75.62
Q4WAZ2,True,90.88
P51402,True,95.69
Q09740,True,89.75
Q4WGS5,True,83.31
O59815,True,88.94
Q09766,True,83.62
O60162,True,87.44
P52490,True,94.5
A0A9J9HGY6,True,97.19
P87041,True,86.38
P38747,True,81.81
Q2HAJ4,True,88.56
O59704,True,86.06
B8NCU7,True,96.5
A0A0M7LBC1,True,96.62
Q8BFU1,True,79.31
P10901,True,94.94
O13855,True,67.56
Q12116,True,77.81
Q5AU62,True,92.12
Q08235,True,88.56
A8NVB7,True,84.25
B8NM69,True,88.62
Q7SC15,True,80.31
G0SF39,True,63.03
Q6C4Q0,True,54.0
Q2U8Y5,True,96.38
Q0CCX6,True,91.31
O13931,True,82.44
I1RL18,True,89.75
Q10429,True,87.88
Q4WSM6,True,68.38
A2QPK4,True,92.81
P36619,True,80.5
Q5HGK2,True,96.62
P51688,True,96.38
A7E4L6,True,91.88
Q9UW15,True,83.19
A1CIL1,True,70.94
P83692,True,98.56
Q4WF51,True,85.62
P38915,True,77.75
Q9ZUA5,True,90.44
P33731,True,81.5
Q3V300,True,72.56
O00093,True,94.06
Q07335,True,78.56
Q0UAM9,True,82.38
B2GUY0,True,81.88
Q0UTQ6,True,79.12
Q0CB82,True,94.81
Q12754,True,79.5
A0A1D8PN12,True,88.12
Q12296,True,63.84
O93662,True,97.0
Q96UI1,True,93.81
P11491,True,90.38
A0A2P1AAV1,True,82.19
Q5B6D6,True,93.62
O14046,True,86.62
J5JYQ1,True,46.72
Q9UTM4,True,88.56
Q0R4L2,True,94.0
Q8K4G6,True,92.31
P9WEY3,True,92.38
P00899,True,94.38
I1RZZ3,True,79.31
A0A0U2JT37,True,94.12
Q9TXH9,True,82.5
W8NQ71,True,69.44
O94620,True,84.69
B2Z3V8,True,94.81
B5RTE0,True,83.81
O13956,True,79.44
Q5BA61,True,95.75
Q550W1,True,94.94
Q54CI8,True,67.38
Q68FI4,True,91.81
P23678,True,69.56
P38702,True,85.81
P0DXV8,True,81.44
Q58054,True,94.19
P30263,True,97.12
Q0UN58,True,83.5
O59939,True,92.88
Q8NK72,True,64.44
P78810,True,77.56
P41697,True,64.31
Q4WV38,True,87.38
Q0US25,True,90.69
G0S7B6,True,85.12
Q5ZIT8,True,76.69
P78946,True,95.19
Q10078,True,86.44
B0Y4X4,True,85.75
Q12701,True,70.81
P78617,True,92.75
C8VG90,True,94.62
P0C0V6,True,80.88
O74496,True,81.88
Q8N413,True,80.25
P09436,True,91.12
P51796,True,80.56
A0A1D8PDB5,True,87.62
Q6ZSI9,True,86.0
P50528,True,74.62
A0A084B9Z1,True,96.12
Q6LCW8,True,85.94
Q9C102,True,89.69
P42318,True,93.56
P36013,True,89.25
F1RCR6,True,65.94
Q08579,True,84.5
Q54PA5,True,89.0
Q7ZUU1,True,86.69
P55333,True,91.19
P87152,True,60.06
Q5AYR3,True,72.38
P35189,True,85.81
P38971,True,82.0
Q03629,True,95.31
P25323,True,86.56
Q9HFB3,True,54.16
P38197,True,94.0
Q10585,True,64.94
O14169,True,89.0
Q756G9,True,81.75
P28040,True,74.62
Q7SHR8,True,76.44
Q92035,True,92.62
P0C5R9,True,89.38
Q9W062,True,70.56
G2WY50,True,65.75
B0XU60,True,55.5
Q1PDP9,True,60.12
G2X242,True,84.06
Q54YP4,True,77.62
Q96VN3,True,94.38
P42942,True,89.0
Q9UTE3,True,71.06
C7ZKL5,True,96.75
P47818,True,77.69
O81020,True,92.5
E9QY26,True,92.56
A2QTW5,True,94.06
Q8DTM1,True,96.81
A0A1J0HSP5,True,95.44
A0A0G2EC47,True,92.0
P17729,True,98.25
Q2U0J9,True,87.69
Q2U0K0,True,90.38
Q2U0J6,True,92.75
Q2U0K2,True,94.81
P9WEL8,True,80.75
E1CJK0,True,87.56
A0A6F8RNE2,True,91.38
Q2UBF0,True,86.06
J5JPY5,True,51.88
A7NS65,True,84.81
W6QB15,True,86.69
P04068,True,93.88
W7MTJ1,True,97.0
Q9YBQ2,True,95.88
P30666,True,71.44
P15374,True,94.75
